Date,Open,High,Low,Close,Adj Close,Volume
2007-12-03,133.69000244140625,134.08999633789062,132.97999572753906,133.30999755859375,92.61842346191406,12645700
2007-12-04,132.50999450683594,133.17999267578125,132.36000061035156,132.42999267578125,92.00699615478516,8191700
2007-12-05,133.69000244140625,134.6699981689453,133.5399932861328,134.4499969482422,93.41040802001953,11851000
2007-12-06,134.38999938964844,136.39999389648438,134.30999755859375,136.0800018310547,94.54288482666016,12317200
2007-12-07,136.4499969482422,136.77000427246094,136.08999633789062,136.38999938964844,94.75822448730469,8477600
2007-12-10,136.77999877929688,137.6300048828125,136.50999450683594,137.39999389648438,95.45994567871094,7327600
2007-12-11,137.5399932861328,137.89999389648438,134.2100067138672,134.39999389648438,93.37564849853516,20363200
2007-12-12,136.94000244140625,137.1199951171875,133.3300018310547,135.0,93.79254150390625,15786800
2007-12-13,134.27999877929688,135.36000061035156,133.6300048828125,135.0,93.79254150390625,14104200
2007-12-14,134.35000610351562,135.1300048828125,133.4199981689453,133.4499969482422,92.71569061279297,12506900
2007-12-17,132.99000549316406,133.14999389648438,131.69000244140625,131.92999267578125,91.65962219238281,10828800
2007-12-18,132.6699981689453,132.9199981689453,131.05999755859375,132.5500030517578,92.09034729003906,13719100
2007-12-19,132.50999450683594,133.1199951171875,131.5800018310547,132.27000427246094,91.8958740234375,14342800
2007-12-20,132.80999755859375,132.83999633789062,131.66000366210938,132.7100067138672,92.20155334472656,12707000
2007-12-21,133.39999389648438,134.64999389648438,133.3000030517578,134.33999633789062,93.56034851074219,11031800
2007-12-24,134.7899932861328,135.47999572753906,134.74000549316406,135.30999755859375,94.23584747314453,3655600
2007-12-26,135.00999450683594,135.5,134.7899932861328,135.4199981689453,94.31244659423828,5743000
2007-12-27,134.92999267578125,134.99000549316406,133.35000610351562,133.67999267578125,93.10065460205078,8127800
2007-12-28,134.22000122070312,134.39999389648438,132.82000732421875,133.41000366210938,92.91260528564453,7819200
2007-12-31,133.1300048828125,133.24000549316406,132.16000366210938,132.5500030517578,92.31365966796875,6463400
2008-01-02,132.47000122070312,132.6699981689453,129.82000732421875,130.6300048828125,90.97648620605469,14811000
2008-01-03,130.7100067138672,131.27000427246094,130.1300048828125,130.74000549316406,91.0531234741211,8206300
2008-01-04,129.57000732421875,129.72999572753906,127.81999969482422,128.1699981689453,89.26322174072266,15022600
2008-01-07,128.5399932861328,128.74000549316406,127.22000122070312,128.05999755859375,89.1866226196289,19666500
2008-01-08,128.52999877929688,129.0,125.62999725341797,125.8499984741211,87.64749908447266,21236800
2008-01-09,126.12000274658203,127.38999938964844,125.01000213623047,126.95999908447266,88.42057037353516,24161600
2008-01-10,126.5199966430664,129.32000732421875,126.29000091552734,127.81999969482422,89.01949310302734,25310700
2008-01-11,127.5199966430664,127.58000183105469,125.41000366210938,126.19000244140625,87.88431549072266,22464400
2008-01-14,127.27999877929688,127.91999816894531,126.69000244140625,127.51000213623047,88.80363464355469,7932600
2008-01-15,126.48999786376953,126.91000366210938,124.87999725341797,125.30000305175781,87.2645034790039,19807000
2008-01-16,124.63999938964844,126.13999938964844,123.94000244140625,124.6500015258789,86.81172943115234,25572000
2008-01-17,125.05000305175781,125.19999694824219,121.2699966430664,121.7699966430664,84.80598449707031,30879600
2008-01-18,122.33000183105469,123.27999877929688,120.12000274658203,120.56999969482422,84.06693267822266,35591900
2008-01-22,116.30999755859375,120.69000244140625,115.80000305175781,119.22000122070312,83.12560272216797,38318000
2008-01-23,117.23999786376953,122.80999755859375,116.37999725341797,122.69999694824219,85.55205535888672,42838800
2008-01-24,122.9000015258789,123.91999816894531,122.26000213623047,123.43000030517578,86.06103515625,20563200
2008-01-25,124.63999938964844,124.70999908447266,121.72000122070312,122.19000244140625,85.1964340209961,19580700
2008-01-28,122.0199966430664,123.80000305175781,121.0,123.52999877929688,86.1307601928711,19403800
2008-01-29,124.25,124.9000015258789,123.33999633789062,124.54000091552734,86.83497619628906,15255000
2008-01-30,124.20999908447266,126.68000030517578,123.4800033569336,123.77999877929688,86.30506896972656,24848200
2008-01-31,122.66999816894531,126.9000015258789,122.41000366210938,126.0,87.85295104980469,22253400
2008-02-01,126.48999786376953,127.61000061035156,125.95999908447266,127.43000030517578,88.85005187988281,18098700
2008-02-04,127.20999908447266,127.26000213623047,125.9800033569336,126.02999877929688,87.87388610839844,11722300
2008-02-05,124.69000244140625,124.87999725341797,122.55000305175781,122.95999908447266,85.7332992553711,16359000
2008-02-06,123.41000366210938,123.91999816894531,121.80999755859375,122.26000213623047,85.2452621459961,14255000
2008-02-07,121.5999984741211,123.38999938964844,121.25,122.7300033569336,85.57302856445312,21041800
2008-02-08,122.18000030517578,122.87999725341797,121.08000183105469,121.75,84.88968658447266,15522000
2008-02-11,121.69000244140625,122.58999633789062,120.76000213623047,122.31999969482422,85.2871322631836,11659200
2008-02-12,123.16999816894531,124.73999786376953,122.95999908447266,123.7699966430664,86.29814910888672,18453800
2008-02-13,124.51000213623047,125.8499984741211,124.16000366210938,125.26000213623047,87.3370132446289,12484200
2008-02-14,125.69000244140625,125.69999694824219,123.75,124.01000213623047,86.46551513671875,11294600
